From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
WP_003960154.1	E2PZM5	unreviewed	E2PZM5_STRCL	Imidazole glycerol phosphate synthase subunit HisF (EC 4.3.2.10) (IGP synthase cyclase subunit) (IGP synthase subunit HisF) (ImGP synthase subunit HisF) (IGPS subunit HisF)	hisF SCLAV_1255	Streptomyces clavuligerus	251
WP_003960152.1	E2PZM3	unreviewed	E2PZM3_STRCL	Mycothiol-dependent maleylpyruvate isomerase metal-binding domain-containing protein	SCLAV_1253	Streptomyces clavuligerus	210
WP_003960150.1	E2PZM1	unreviewed	E2PZM1_STRCL	Phosphoribosyl-AMP cyclohydrolase (PRA-CH) (EC 3.5.4.19)	hisI SCLAV_1251	Streptomyces clavuligerus	126
WP_003960149.1	E2PZM0	unreviewed	E2PZM0_STRCL	Anthranilate synthase component 1 (EC 4.1.3.27)	trpE SCLAV_1250	Streptomyces clavuligerus	501
WP_003960148.1	E2PZL9	unreviewed	E2PZL9_STRCL	Putative membrane protein	SCLAV_1249	Streptomyces clavuligerus	217
WP_003960146.1	E2PZL7	unreviewed	E2PZL7_STRCL	Putative membrane protein	SCLAV_1247	Streptomyces clavuligerus	144
WP_003960144.1	E2PZL5	unreviewed	E2PZL5_STRCL	Tryptophan synthase subunit(Beta)	SCLAV_1245	Streptomyces clavuligerus	66
WP_003960143.1	E2PZL4	unreviewed	E2PZL4_STRCL	Tryptophan synthase beta chain (EC 4.2.1.20)	trpB SCLAV_1244	Streptomyces clavuligerus	412
WP_003960142.1	E2PZL3	unreviewed	E2PZL3_STRCL	Tryptophan synthase alpha chain (EC 4.2.1.20)	trpA SCLAV_1243	Streptomyces clavuligerus	277
WP_003960140.1	E2PZL1	unreviewed	E2PZL1_STRCL	Putative integral membrane protein	SCLAV_1241	Streptomyces clavuligerus	345
WP_003960139.1	E2PZL0	unreviewed	E2PZL0_STRCL	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase (EC 2.5.1.145)	lgt SCLAV_1240	Streptomyces clavuligerus	325
WP_003960138.1	E2PZK9	unreviewed	E2PZK9_STRCL	Putative citrate lyase beta chain (EC 4.1.3.6)	SCLAV_1239	Streptomyces clavuligerus	267
WP_003960137.1	E2PZK8	unreviewed	E2PZK8_STRCL	Putative acyl-CoA transferase	SCLAV_1238	Streptomyces clavuligerus	434
WP_003960136.1	E2PZK7	unreviewed	E2PZK7_STRCL	Ribokinase (RK) (EC 2.7.1.15)	rbsK SCLAV_1237	Streptomyces clavuligerus	295
WP_003960133.1	E2PZK4	unreviewed	E2PZK4_STRCL	Putative ADP-ribosylglycohydrolase-family protein	SCLAV_1235	Streptomyces clavuligerus	387
WP_003960131.1	E2PZK2	unreviewed	E2PZK2_STRCL	Putative ADP-ribosylglycohydrolase-family protein	SCLAV_1233	Streptomyces clavuligerus	384
WP_003960129.1	E2PZK0	unreviewed	E2PZK0_STRCL	Glutamate synthase (EC 1.4.1.13)	SCLAV_1231	Streptomyces clavuligerus	1526
WP_003960128.1	E2PZJ9	unreviewed	E2PZJ9_STRCL	Glutamate synthase subunit beta (EC 1.4.1.13)	gltD SCLAV_1230	Streptomyces clavuligerus	486
WP_003960126.1	E2PZJ7	unreviewed	E2PZJ7_STRCL	Arabinose efflux permease family protein	SCLAV_1228	Streptomyces clavuligerus	511
WP_003960124.1	E2PZJ5	unreviewed	E2PZJ5_STRCL	Putative acyl-CoA dehydrogenase	SCLAV_1226	Streptomyces clavuligerus	379
WP_003960122.1	E2PZJ3	unreviewed	E2PZJ3_STRCL	TetR-family transcriptional regulator	SCLAV_1224	Streptomyces clavuligerus	253
WP_003958875.1	B5H3K4	unreviewed	B5H3K4_STRCL	Putative 3-ketoacyl-CoA thiolase/acetyl-CoA acetyltransferase (EC 2.3.1.9)	SCLAV_1223	Streptomyces clavuligerus	385
WP_003960120.1	E2PZJ0	unreviewed	E2PZJ0_STRCL	Integral membrane protein	SCLAV_1221	Streptomyces clavuligerus	136
WP_003960119.1	E2PZI9	unreviewed	E2PZI9_STRCL	Enoyl-ACP reductase II	fabK SCLAV_1220	Streptomyces clavuligerus	348
WP_003958881.1	B5H3K8	unreviewed	B5H3K8_STRCL	Putative CoA transferase beta subunit	SCLAV_1219	Streptomyces clavuligerus	251
WP_003958883.1	B5H3K9	unreviewed	B5H3K9_STRCL	Coenzyme A transferase (EC 2.8.3.-)	cotA SCLAV_1218	Streptomyces clavuligerus	307
WP_003958884.1	B5H3L0	unreviewed	B5H3L0_STRCL	Enoyl-CoA hydratase (EC 4.2.1.17)	SCLAV_1217	Streptomyces clavuligerus	261
WP_003960118.1	E2PZI5	unreviewed	E2PZI5_STRCL	Short chain dehydrogenase	SCLAV_1216	Streptomyces clavuligerus	272
WP_003960115.1	E2PZI2	unreviewed	E2PZI2_STRCL	Trypsin-like protease	sprT SCLAV_1213	Streptomyces clavuligerus	276
WP_003960113.1	E2PZI0	unreviewed	E2PZI0_STRCL	Beta-galactosidase (EC 3.2.1.23)	SCLAV_1211	Streptomyces clavuligerus	582
WP_003960112.1	E2PZH9	unreviewed	E2PZH9_STRCL	Putative AraC-family transcriptional regulator	SCLAV_1210	Streptomyces clavuligerus	294
WP_003960111.1	E2PZH8	unreviewed	E2PZH8_STRCL	Chorismate mutase (EC 5.4.99.5)	aroH1 SCLAV_1209	Streptomyces clavuligerus	105
WP_003960110.1	E2PZH7	unreviewed	E2PZH7_STRCL	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	SCLAV_1208	Streptomyces clavuligerus	267
WP_003960108.1	E2PZH5	unreviewed	E2PZH5_STRCL	Amino acid decarboxylase	SCLAV_1206	Streptomyces clavuligerus	468
WP_003956623.1	B5GXI9	unreviewed	B5GXI9_STRCL	L-lysine N6-monooxygenase MbtG (EC 1.14.13.59) (Lysine 6-N-hydroxylase) (Lysine N6-hydroxylase) (Lysine-N-oxygenase) (Mycobactin synthase protein G)	SCLAV_1205	Streptomyces clavuligerus	470
WP_003956625.1	B5GXJ1	unreviewed	B5GXJ1_STRCL	Pyruvate kinase (EC 2.7.1.40)	SCLAV_1203	Streptomyces clavuligerus	477
WP_003956627.1	B5GXJ3	unreviewed	B5GXJ3_STRCL	Branched-chain amino acid transport ATP-binding protein	SCLAV_1201	Streptomyces clavuligerus	238
WP_003960104.1	E2PYQ5	unreviewed	E2PYQ5_STRCL	Branched chain amino acid transport permease	SCLAV_1199	Streptomyces clavuligerus	585
WP_003956631.1	B5GXJ7	unreviewed	B5GXJ7_STRCL	Branched chain amino acid binding protein	SCLAV_1197	Streptomyces clavuligerus	411
WP_003956633.1	B5GXJ9	unreviewed	B5GXJ9_STRCL	Formate dehydrogenase (EC 1.2.1.2)	SCLAV_1195	Streptomyces clavuligerus	791
WP_003956635.1	B5GXK1	unreviewed	B5GXK1_STRCL	Putative secreted protein	SCLAV_1193	Streptomyces clavuligerus	590
WP_003960099.1	E2PYP6	unreviewed	E2PYP6_STRCL	Putative ATP-dependent RNA helicase (EC 3.6.1.-)	SCLAV_1190	Streptomyces clavuligerus	853
WP_003956641.1	B5GXK7	unreviewed	B5GXK7_STRCL	Putative methyltransferase	SCLAV_1189	Streptomyces clavuligerus	283
WP_003956642.1	B5GXK8	unreviewed	B5GXK8_STRCL	30S ribosomal protein S1	rpsA SCLAV_1188	Streptomyces clavuligerus	496
WP_003956644.1	B5GXL0	unreviewed	B5GXL0_STRCL	Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase)	coaE SCLAV_1183	Streptomyces clavuligerus	199
WP_003956645.1	B5GXL1	unreviewed	B5GXL1_STRCL	DUF3592 domain-containing protein	SCLAV_1182	Streptomyces clavuligerus	125
WP_003960093.1	E2PYN5	unreviewed	E2PYN5_STRCL	Membrane protease subunit stomatin/prohibitin-like protein	SCLAV_1179	Streptomyces clavuligerus	354
WP_003960092.1	E2PYN4	unreviewed	E2PYN4_STRCL	SNF2/RAD54 family helicase	SCLAV_1178	Streptomyces clavuligerus	986
WP_003960091.1	E2PYN3	unreviewed	E2PYN3_STRCL	Zinc finger SWIM domain protein	SCLAV_1177	Streptomyces clavuligerus	438
WP_003960089.1	E2PYN1	unreviewed	E2PYN1_STRCL	Cytochrome P450 hydroxylase (EC 1.14.-.-)	SCLAV_1175	Streptomyces clavuligerus	402
WP_003956653.1	B5GXL9	unreviewed	B5GXL9_STRCL	Cupin domain protein	SCLAV_1174	Streptomyces clavuligerus	145
WP_003960088.1	E2PYM9	unreviewed	E2PYM9_STRCL	Sugar kinase	SCLAV_1173	Streptomyces clavuligerus	348
WP_003960085.1	E2PYM6	unreviewed	E2PYM6_STRCL	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63) (6-O-methylguanine-DNA methyltransferase) (MGMT) (O-6-methylguanine-DNA-alkyltransferase)	ogt1 SCLAV_1170	Streptomyces clavuligerus	175
WP_003960084.1	E2PYM5	unreviewed	E2PYM5_STRCL	Secreted hydrolase (EC 3.1.4.46)	SCLAV_1169	Streptomyces clavuligerus	320
WP_003956658.1	B5GXM4	unreviewed	B5GXM4_STRCL	Integral membrane protein	SCLAV_1168	Streptomyces clavuligerus	315
WP_003960083.1	E2PYM3	unreviewed	E2PYM3_STRCL	UvrABC system protein B (Protein UvrB) (Excinuclease ABC subunit B)	uvrB SCLAV_1167	Streptomyces clavuligerus	719
WP_003960078.1	E2PYL8	unreviewed	E2PYL8_STRCL	Putative integral membrane export protein	SCLAV_1162	Streptomyces clavuligerus	341
WP_003956667.1	B5GXN1	unreviewed	B5GXN1_STRCL	Zn-dependent hydrolase	SCLAV_1161	Streptomyces clavuligerus	218
WP_003956668.1	B5GXN2	unreviewed	B5GXN2_STRCL	Mycothiol-dependent maleylpyruvate isomerase	SCLAV_1160	Streptomyces clavuligerus	230
WP_003960076.1	E2PYL4	unreviewed	E2PYL4_STRCL	Fructokinase (EC 2.7.1.4)	SCLAV_1158	Streptomyces clavuligerus	329
WP_003960075.1	E2PYL3	unreviewed	E2PYL3_STRCL	Cytochrome bc1 complex Rieske iron-sulfur subunit (Cytochrome bc1 reductase complex subunit QcrA) (Rieske iron-sulfur protein)	SCLAV_1157	Streptomyces clavuligerus	143
WP_003960073.1	E2PYL1	unreviewed	E2PYL1_STRCL	Papain like cysteine protease AvrRpt2	SCLAV_1155	Streptomyces clavuligerus	219
WP_003960072.1	E2PYL0	unreviewed	E2PYL0_STRCL	Integral membrane protein	SCLAV_1154	Streptomyces clavuligerus	299
WP_003960069.1	E2PYK7	unreviewed	E2PYK7_STRCL	Putative gluconeogenesis factor	SCLAV_1151	Streptomyces clavuligerus	344
WP_003957006.1	B5GYJ0	unreviewed	B5GYJ0_STRCL	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	gap1 SCLAV_1148	Streptomyces clavuligerus	335
WP_003957007.1	B5GYJ1	unreviewed	B5GYJ1_STRCL	Phosphoglycerate kinase (EC 2.7.2.3)	pgk SCLAV_1147	Streptomyces clavuligerus	403
WP_003960065.1	E2PYK1	unreviewed	E2PYK1_STRCL	Protein-export membrane protein SecG	secG SCLAV_1145	Streptomyces clavuligerus	75
WP_003957010.1	A0A540QAY1	unreviewed	A0A540QAY1_9ACTN	RNA polymerase-binding protein RbpA	rbpA Sipo8835_20440	Streptomyces ipomoeae	111
WP_003957010.1	S5USP4	unreviewed	S5USP4_STRC3	RNA polymerase-binding protein RbpA	rbpA B446_10115	Streptomyces collinus (strain DSM 40733 / Tue 365)	111
WP_003957010.1	M3C4J2	unreviewed	M3C4J2_STRMB	RNA polymerase-binding protein RbpA	rbpA H340_19118	Streptomyces mobaraensis NBRC 13819 = DSM 40847	111
WP_003957010.1	M3D8C2	unreviewed	M3D8C2_9ACTN	RNA polymerase-binding protein RbpA	rbpA H114_26019	Streptomyces gancidicus BKS 13-15	111
WP_003957010.1	A0A918JBT0	unreviewed	A0A918JBT0_9ACTN	RNA polymerase-binding protein RbpA	rbpA GCM10010503_52520	Streptomyces lucensis JCM 4490	111
WP_003957010.1	A0A1Y2NWA6	unreviewed	A0A1Y2NWA6_STRFR	RNA polymerase-binding protein RbpA	rbpA_2 rbpA BG846_02562	Streptomyces fradiae ATCC 10745 = DSM 40063	111
WP_003957010.1	A0A5J6HD95	unreviewed	A0A5J6HD95_STRAD	RNA polymerase-binding protein RbpA	rbpA CP975_08240	Streptomyces alboniger	111
WP_003957010.1	A0A3B0BS86	unreviewed	A0A3B0BS86_9ACTN	RNA polymerase-binding protein RbpA	rbpA D7231_07280	Streptomyces klenkii	111
WP_003957010.1	A0A8I0NYX9	unreviewed	A0A8I0NYX9_9ACTN	RNA polymerase-binding protein RbpA	rbpA H4687_002362	Streptomyces stelliscabiei	111
WP_003957010.1	A0A1X4GM48	unreviewed	A0A1X4GM48_9ACTN	RNA polymerase-binding protein RbpA	rbpA CQW44_00685	Streptomyces griseofuscus	111
WP_003957010.1	A0A7Y6GI46	unreviewed	A0A7Y6GI46_9ACTN	RNA polymerase-binding protein RbpA	rbpA G6W55_29385	Streptomyces sp. CAI-85	111
WP_003957010.1	A0A3N1IFU2	unreviewed	A0A3N1IFU2_9ACTN	RNA polymerase-binding protein RbpA	rbpA EDD94_3466	Streptomyces sp. PanSC9	111
WP_003957010.1	A0A918NBG1	unreviewed	A0A918NBG1_9ACTN	RNA polymerase-binding protein RbpA	rbpA GCM10010515_30080	Streptomyces fructofermentans	111
WP_003957010.1	A0A2R4SZQ7	unreviewed	A0A2R4SZQ7_9ACTN	RNA polymerase-binding protein RbpA	rbpA SLUN_09330	Streptomyces lunaelactis	111
WP_003957010.1	A0A917Y7M3	unreviewed	A0A917Y7M3_9ACTN	RNA polymerase-binding protein RbpA	rbpA GCM10011579_042190	Streptomyces albiflavescens	111
WP_003957010.1	A0A4Q7F6F1	unreviewed	A0A4Q7F6F1_9ACTN	RNA polymerase-binding protein RbpA	rbpA D4104_03770 DCW30_33510 I8755_09965	Streptomyces alfalfae	111
WP_003957010.1	A0A937EMD0	unreviewed	A0A937EMD0_9ACTN	RNA polymerase-binding protein RbpA	rbpA JK359_23505	Streptomyces actinomycinicus	111
WP_003957010.1	A0A6I7YFF2	unreviewed	A0A6I7YFF2_9ACTN	RNA polymerase-binding protein RbpA	rbpA EAO69_35175	Streptomyces sp. me109	111
WP_003957010.1	A0A652KZM6	unreviewed	A0A652KZM6_9ACTN	RNA polymerase-binding protein RbpA	rbpA EAO71_10610	Streptomyces sp. ms191	111
WP_003957010.1	A0A5B0AP08	unreviewed	A0A5B0AP08_9ACTN	RNA polymerase-binding protein RbpA	rbpA FGF04_22220	Streptomyces apricus	111
WP_003957010.1	A0A5Q4T2D3	unreviewed	A0A5Q4T2D3_9ACTN	RNA polymerase-binding protein RbpA	rbpA EAO77_24345	Streptomyces sp. t39	111
WP_003957010.1	A0A1H4V741	unreviewed	A0A1H4V741_9ACTN	RNA polymerase-binding protein RbpA	rbpA SAMN05216532_2348	Streptomyces sp. 2231.1	111
WP_003957010.1	A0A2U9NZR8	unreviewed	A0A2U9NZR8_STRAS	RNA polymerase-binding protein RbpA	rbpA DMT42_09045	Streptomyces actuosus	111
WP_003957010.1	B5GYJ4	unreviewed	B5GYJ4_STRCL	RNA polymerase-binding protein RbpA	rbpA SCLAV_1144	Streptomyces clavuligerus	111
WP_003957010.1	A0A1X1NDX8	unreviewed	A0A1X1NDX8_9ACTN	RNA polymerase-binding protein RbpA	rbpA BKD26_23650	Streptomyces sp. CB03238	111
WP_003957010.1	A0A5C8GRU6	unreviewed	A0A5C8GRU6_STRLA	RNA polymerase-binding protein RbpA	rbpA E2C11_30285	Streptomyces lavendulae	111
WP_003957010.1	A0A5P1YNE0	unreviewed	A0A5P1YNE0_STRTE	RNA polymerase-binding protein RbpA	rbpA F3L20_23275	Streptomyces tendae	111
WP_003957010.1	A0A1V9K771	unreviewed	A0A1V9K771_9ACTN	RNA polymerase-binding protein RbpA	rbpA B0675_35910	Streptomyces sp. M41(2017)	111
WP_003957010.1	A0A5J6GMC2	unreviewed	A0A5J6GMC2_STRKN	RNA polymerase-binding protein RbpA	rbpA CP970_33245	Streptomyces kanamyceticus	111
WP_003957010.1	A0A7Y7B3I0	unreviewed	A0A7Y7B3I0_STRMO	RNA polymerase-binding protein RbpA	rbpA HG542_11390	Streptomyces morookaense (Streptoverticillium morookaense)	111
WP_003957010.1	A0A6I6FBW7	unreviewed	A0A6I6FBW7_9ACTN	RNA polymerase-binding protein RbpA	rbpA EIZ62_25480	Streptomyces ficellus	111
WP_003957010.1	A0A231PNJ3	unreviewed	A0A231PNJ3_9ACTN	RNA polymerase-binding protein RbpA	rbpA CHR28_07365	Streptomyces sp. XY006	111
WP_003957010.1	A0A2B8AZ89	unreviewed	A0A2B8AZ89_9ACTN	RNA polymerase-binding protein RbpA	rbpA CRI70_09420	Streptomyces sp. Ru87	111
WP_003957010.1	A0A2I0SDR5	unreviewed	A0A2I0SDR5_9ACTN	RNA polymerase-binding protein RbpA	rbpA CW362_37025	Streptomyces populi	111
WP_003957010.1	A0A2N8TX85	unreviewed	A0A2N8TX85_9ACTN	RNA polymerase-binding protein RbpA	rbpA C1J00_03035	Streptomyces cahuitamycinicus	111
WP_003957010.1	A0A2S4YWI0	unreviewed	A0A2S4YWI0_9ACTN	RNA polymerase-binding protein RbpA	rbpA C3489_15745	Streptomyces sp. Ru71	111
WP_003957010.1	A0A2S4Y5G4	unreviewed	A0A2S4Y5G4_9ACTN	RNA polymerase-binding protein RbpA	rbpA C3488_33990	Streptomyces sp. Ru72	111
WP_003957010.1	A0A2S9PVI8	unreviewed	A0A2S9PVI8_9ACTN	RNA polymerase-binding protein RbpA	rbpA C6N75_14980	Streptomyces solincola	111
WP_003957010.1	A0A2P8Q7J9	unreviewed	A0A2P8Q7J9_9ACTN	RNA polymerase-binding protein RbpA	rbpA C6Y14_17585	Streptomyces dioscori	111
WP_003957010.1	A0A2U3A3K4	unreviewed	A0A2U3A3K4_9ACTN	RNA polymerase-binding protein RbpA	rbpA DI272_36910	Streptomyces sp. Act143	111
WP_003957010.1	A0A4Z1D817	unreviewed	A0A4Z1D817_9ACTN	RNA polymerase-binding protein RbpA	rbpA E5083_10730 G3I21_24625	Streptomyces bauhiniae	111
WP_003957010.1	A0A454WBX2	unreviewed	A0A454WBX2_9ACTN	RNA polymerase-binding protein RbpA	rbpA EF919_15615	Streptomyces sp. WAC02707	111
WP_003957010.1	A0A3R9WH86	unreviewed	A0A3R9WH86_9ACTN	RNA polymerase-binding protein RbpA	rbpA EF906_00985	Streptomyces sp. WAC08241	111
WP_003957010.1	A0A3R8YA35	unreviewed	A0A3R8YA35_9ACTN	RNA polymerase-binding protein RbpA	rbpA EHS43_19640	Streptomyces sp. RP5T	111
WP_003957010.1	A0A4Q7YL85	unreviewed	A0A4Q7YL85_9ACTN	RNA polymerase-binding protein RbpA	rbpA EV284_3277	Streptomyces sp. BK022	111
WP_003957010.1	A0A5C8QSA2	unreviewed	A0A5C8QSA2_9ACTN	RNA polymerase-binding protein RbpA	rbpA EW053_00680	Streptomyces sp. IB2014 016-6	111
WP_003957010.1	A0A4R1DMJ1	unreviewed	A0A4R1DMJ1_9ACTN	RNA polymerase-binding protein RbpA	rbpA E0500_13945	Streptomyces sp. KM273126	111
WP_003957010.1	A0A550HXV9	unreviewed	A0A550HXV9_9ACTN	RNA polymerase-binding protein RbpA	rbpA E4K73_17390	Streptomyces sp. IB201691-2A2	111
WP_003957010.1	A0A4S3G5A6	unreviewed	A0A4S3G5A6_9ACTN	RNA polymerase-binding protein RbpA	rbpA E7X58_22150	Streptomyces sp. A1499	111
WP_003957010.1	A0A5N8WPL7	unreviewed	A0A5N8WPL7_9ACTN	RNA polymerase-binding protein RbpA	rbpA FPZ41_11165	Streptomyces acidicola	111
WP_003957010.1	A0A5B8J4P8	unreviewed	A0A5B8J4P8_9ACTN	RNA polymerase-binding protein RbpA	rbpA FQU76_06320	Streptomyces qinzhouensis	111
WP_003957010.1	A0A7J5D1G0	unreviewed	A0A7J5D1G0_9ACTN	RNA polymerase-binding protein RbpA	rbpA F8144_43520	Streptomyces triticiradicis	111
WP_003957010.1	A0A6G0F6E6	unreviewed	A0A6G0F6E6_9ACTN	RNA polymerase-binding protein RbpA	rbpA F8R89_08915	Streptomyces sp. SS1-1	111
WP_003957010.1	A0A5Q0LIW4	unreviewed	A0A5Q0LIW4_9ACTN	RNA polymerase-binding protein RbpA	rbpA GFH48_30400	Streptomyces fagopyri	111
WP_003957010.1	A0A6G9FPB7	unreviewed	A0A6G9FPB7_9ACTN	RNA polymerase-binding protein RbpA	rbpA GLX30_26970	Streptomyces sp. Tu 2975	111
WP_003957010.1	A0A7L4XZV6	unreviewed	A0A7L4XZV6_9ACTN	RNA polymerase-binding protein RbpA	rbpA GPZ77_08240	Streptomyces sp. QHH-9511	111
WP_003957010.1	A0A6I6MY34	unreviewed	A0A6I6MY34_9ACTN	RNA polymerase-binding protein RbpA	rbpA GQF42_12565	Streptomyces broussonetiae	111
WP_003957010.1	A0A7L4YWV5	unreviewed	A0A7L4YWV5_9ACTN	RNA polymerase-binding protein RbpA	rbpA GR129_08890	Streptomyces sp. HF10	111
WP_003957010.1	A0A9X2LHU6	unreviewed	A0A9X2LHU6_9ACTN	RNA polymerase-binding protein RbpA	rbpA NQU55_17285	Streptomyces telluris	111
WP_003957010.1	A0A7X0GKH0	unreviewed	A0A7X0GKH0_9ACTN	RNA polymerase-binding protein RbpA	rbpA HDC93_002427	Streptomyces sp. AK010	111
WP_003957010.1	A0A7H8J5F1	unreviewed	A0A7H8J5F1_9ACTN	RNA polymerase-binding protein RbpA	rbpA HUT14_08255	Streptomyces sp. NA02536	111
WP_003957010.1	A0A927QGJ5	unreviewed	A0A927QGJ5_9ACTN	RNA polymerase-binding protein RbpA	rbpA IHE70_20360	Streptomyces caniscabiei	111
WP_003957010.1	A0A974B036	unreviewed	A0A974B036_9ACTN	RNA polymerase-binding protein RbpA	rbpA HW130_08640	Streptomyces sp. PKU-EA00015	111
WP_003957010.1	A0A7Z0PYR9	unreviewed	A0A7Z0PYR9_9ACTN	RNA polymerase-binding protein RbpA	rbpA HW445_14400	Streptomyces sp. UH6	111
WP_003957010.1	A0A926GKG5	unreviewed	A0A926GKG5_9ACTN	RNA polymerase-binding protein RbpA	rbpA H8R17_06850	Streptomyces sp. TRM68367	111
WP_003957010.1	A0A7X1IJ26	unreviewed	A0A7X1IJ26_9ACTN	RNA polymerase-binding protein RbpA	rbpA H7K43_19430	Streptomyces sp. TYQ1024	111
WP_003957010.1	A0A7T7L0F7	unreviewed	A0A7T7L0F7_9ACTN	RNA polymerase-binding protein RbpA	rbpA JEQ17_35060	Streptomyces liliifuscus	111
WP_003957010.1	A0A944EJY5	unreviewed	A0A944EJY5_9ACTN	RNA polymerase-binding protein RbpA	rbpA J7E87_13540	Streptomyces sp. ISL-1	111
WP_003957010.1	A0A944DWM3	unreviewed	A0A944DWM3_9ACTN	RNA polymerase-binding protein RbpA	rbpA J7E88_15635	Streptomyces sp. ISL-10	111
WP_003957010.1	A0A944IMU4	unreviewed	A0A944IMU4_9ACTN	RNA polymerase-binding protein RbpA	rbpA J7I94_31955	Streptomyces sp. ISL-12	111
WP_003957010.1	A0A941B6Z1	unreviewed	A0A941B6Z1_9ACTN	RNA polymerase-binding protein RbpA	rbpA J8N05_16895	Streptomyces liliiviolaceus	111
WP_003957010.1	A0A1D8FYS8	unreviewed	A0A1D8FYS8_9ACTN	RNA polymerase-binding protein RbpA	rbpA_2 rbpA A4G23_01153	Streptomyces rubrolavendulae	111
WP_003957010.1	A0A918ERU6	unreviewed	A0A918ERU6_9ACTN	RNA polymerase-binding protein RbpA	rbpA GCM10010280_01640	Streptomyces pilosus	111
WP_003957010.1	A0A4Z1DS30	unreviewed	A0A4Z1DS30_STRGP	RNA polymerase-binding protein RbpA	rbpA E5082_08085	Streptomyces griseoluteus	111
WP_003957010.1	A0AA97AMS5	unreviewed	A0AA97AMS5_9ACTN	RNA polymerase-binding protein RbpA	rbpA P8T65_36180	Streptomyces sp. 11x1	111
WP_003957010.1	A0A9X5HE75	unreviewed	A0A9X5HE75_9ACTN	RNA polymerase-binding protein RbpA	rbpA G3I18_30485	Actinospica acidiphila	111
WP_003957010.1	A0AA96FQS1	unreviewed	A0AA96FQS1_9ACTN	RNA polymerase-binding protein RbpA	rbpA RKE30_30485	Streptomyces sp. Li-HN-5-11	111
WP_003957010.1	A0A7W3NLZ1	unreviewed	A0A7W3NLZ1_STRMR	RNA polymerase-binding protein RbpA	rbpA HDA42_002123	Streptomyces murinus	111
WP_003957010.1	A0A919EFM3	unreviewed	A0A919EFM3_9ACTN	RNA polymerase-binding protein RbpA	rbpA GCM10010218_55430	Streptomyces mashuensis	111
WP_003957010.1	A0A5N5W5Y3	unreviewed	A0A5N5W5Y3_STRMB	RNA polymerase-binding protein RbpA	rbpA FRZ00_18465	Streptomyces mobaraensis (Streptoverticillium mobaraense)	111
WP_003957010.1	A0A9X7PFQ8	unreviewed	A0A9X7PFQ8_9ACTN	RNA polymerase-binding protein RbpA	rbpA B7P34_23355	Streptosporangium nondiastaticum	111
WP_003957010.1	A0AA89PW53	unreviewed	A0AA89PW53_STRCU	RNA polymerase-binding protein RbpA	rbpA HNR72_001315	Streptomyces collinus	111
WP_003957010.1	A0A7M2TFG2	unreviewed	A0A7M2TFG2_STRCW	RNA polymerase-binding protein RbpA	rbpA IPT68_08985	Streptomyces chromofuscus	111
WP_003957010.1	B5HF54	unreviewed	B5HF54_STRE2	RNA polymerase-binding protein RbpA	rbpA SSDG_03841	Streptomyces pristinaespiralis (strain ATCC 25486 / DSM 40338 / CBS 914.69 / JCM 4507 / NBRC 13074 / NRRL 2958 / 5647)	111
WP_003957010.1	B5HQX7	unreviewed	B5HQX7_STRX2	RNA polymerase-binding protein RbpA	rbpA SSEG_01812	Streptomyces sviceus (strain ATCC 29083 / DSM 924 / JCM 4929 / NBRC 13980 / NCIMB 11184 / NRRL 5439 / UC 5370)	111
WP_003957010.1	D9XQ94	unreviewed	D9XQ94_9ACTN	RNA polymerase-binding protein RbpA	rbpA SSRG_04781	Streptomyces griseoflavus Tu4000	111
WP_003957010.1	A0A7G1PCC9	unreviewed	A0A7G1PCC9_9ACTN	RNA polymerase-binding protein RbpA	rbpA GCM10017557_63050	Streptomyces aurantiacus	111
WP_003957010.1	A0A918FR58	unreviewed	A0A918FR58_9ACTN	RNA polymerase-binding protein RbpA	rbpA GCM10010269_07410	Streptomyces humidus	111
WP_003957010.1	A0A2G1XBU0	unreviewed	A0A2G1XBU0_STRCJ	RNA polymerase-binding protein RbpA	rbpA BLA24_28390 CYQ11_07080 GCM10010507_36150	Streptomyces cinnamoneus (Streptoverticillium cinnamoneum)	111
WP_003957010.1	A0A5P2C2U5	unreviewed	A0A5P2C2U5_STRVZ	RNA polymerase-binding protein RbpA	rbpA DEJ47_08605 DEJ48_29835 DEJ49_08065	Streptomyces venezuelae	111
WP_003957010.1	A0A5N8XVY1	unreviewed	A0A5N8XVY1_9ACTN	RNA polymerase-binding protein RbpA	rbpA FNH08_42140	Streptomyces spongiae	111
WP_003957010.1	A0A3S9PFH5	unreviewed	A0A3S9PFH5_STRLT	RNA polymerase-binding protein RbpA	rbpA EKH77_07465	Streptomyces luteoverticillatus (Streptoverticillium luteoverticillatus)	111
WP_003957010.1	A0A918B3Y8	unreviewed	A0A918B3Y8_9ACTN	RNA polymerase-binding protein RbpA	rbpA GCM10010249_49960	Streptomyces roseolilacinus	111
WP_003957010.1	A0A6G5RAN4	unreviewed	A0A6G5RAN4_9ACTN	RNA polymerase-binding protein RbpA	rbpA CEB94_10395	Streptomyces hawaiiensis	111
