contig,locus_tag,gene_name,start,end,strand,gene_biotype,product,protein_id,gene_ontology,Uniprot Entry,Uniprot Protein names,Uniprot Gene Names
chromosome,CRV15_RS17335,,4120563,4122755,+,protein_coding,N-6 DNA methylase,WP_009996402.1,DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170],,,
chromosome,CRV15_RS17330,,4119245,4120165,-,protein_coding,DUF4352 domain-containing protein,WP_009996404.1,,,,
chromosome,CRV15_RS17325,mfd,4115493,4119023,+,protein_coding,transcription-repair coupling factor,WP_009996409.1,double-stranded DNA binding [GO:0003690]; protein binding [GO:0005515]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA repair [GO:0006281],,,
chromosome,CRV15_RS17240,,4095281,4095862,-,protein_coding,50S ribosomal protein L25/general stress protein Ctc,WP_009996418.1,structural constituent of ribosome [GO:0003735]; translation [GO:0006412]; ribosome [GO:0005840],,,
chromosome,CRV15_RS17200,,4086468,4087250,+,protein_coding,response regulator transcription factor,WP_009996421.1,DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355],,,
chromosome,CRV15_RS17180,,4082083,4082790,+,protein_coding,LuxR C-terminal-related transcriptional regulator,WP_009996424.1,regulation of DNA-templated transcription [GO:0006355],,,
chromosome,CRV15_RS17125,,4068087,4069850,+,protein_coding,ubiquitin-like domain-containing protein,WP_009996429.1,,,,
chromosome,CRV15_RS17075,,4058639,4059472,-,protein_coding,hypothetical protein,WP_009996438.1,,,,
chromosome,CRV15_RS17070,,4057562,4058398,-,protein_coding,hypothetical protein,WP_009996440.1,,,,
chromosome,CRV15_RS17035,,4043777,4044523,+,protein_coding,hypothetical protein,WP_009996441.1,,,,
chromosome,CRV15_RS16990,,4035456,4036613,+,protein_coding,serine hydrolase domain-containing protein,WP_009996446.1,hydrolase activity [GO:0016787],,,
chromosome,CRV15_RS16840,,3999545,3999751,-,protein_coding,hypothetical protein,WP_009996462.1,,,,
chromosome,CRV15_RS16835,mscL,3998891,3999415,+,protein_coding,large conductance mechanosensitive channel protein MscL,WP_009996463.1,mechanosensitive monoatomic ion channel activity [GO:0008381]; transport [GO:0006810],,,
chromosome,CRV15_RS16830,,3998105,3998725,+,protein_coding,hypothetical protein,WP_009996464.1,,,,
chromosome,CRV15_RS16740,,3975815,3976090,+,protein_coding,glutaredoxin family protein,WP_009996473.1,,,,
chromosome,CRV15_RS16725,,3972010,3973209,-,protein_coding,DUF5667 domain-containing protein,WP_009996475.1,,,,
chromosome,CRV15_RS16660,proC,3958467,3959276,+,protein_coding,pyrroline-5-carboxylate reductase,WP_009996480.1,pyrroline-5-carboxylate reductase activity [GO:0004735]; proline biosynthetic process [GO:0006561],,,
chromosome,CRV15_RS16615,,3947374,3948318,+,protein_coding,Ppx/GppA phosphatase family protein,WP_009996486.1,nucleotide binding [GO:0000166],,,
chromosome,CRV15_RS16590,,3940486,3941397,+,protein_coding,hypothetical protein,WP_009996489.1,,,,
chromosome,CRV15_RS16580,,3938481,3939389,-,protein_coding,A/G-specific adenine glycosylase,WP_009996491.1,,,,
chromosome,CRV15_RS16550,,3930089,3933292,-,protein_coding,NACHT domain-containing protein,WP_009996494.1,,,,
chromosome,CRV15_RS36765,,3923436,3924038,+,protein_coding,BlaI/MecI/CopY family transcriptional regulator,WP_009996495.1,DNA binding [GO:0003677]; negative regulation of DNA-templated transcription [GO:0045892],,,
chromosome,CRV15_RS16505,,3922486,3923070,+,protein_coding,hypothetical protein,WP_009996496.1,,,,
chromosome,CRV15_RS16415,folB,3902045,3902404,-,protein_coding,dihydroneopterin aldolase,WP_009996503.1,dihydroneopterin aldolase activity [GO:0004150]; folic acid-containing compound metabolic process [GO:0006760],,,
chromosome,CRV15_RS16365,,3890272,3891978,-,protein_coding,threonine/serine exporter family protein,WP_009996505.1,transmembrane transporter activity [GO:0022857]; transmembrane transport [GO:0055085],,,
chromosome,CRV15_RS16310,,3878465,3880543,+,protein_coding,FUSC family protein,WP_009996513.1,,,,
chromosome,CRV15_RS16300,,3876716,3877897,+,protein_coding,DUF2786 domain-containing protein,WP_009996514.1,,,,
chromosome,CRV15_RS16270,,3867145,3868389,-,protein_coding,glycosyl hydrolase,WP_009996515.1,"hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]",,,
chromosome,CRV15_RS16260,,3864610,3865308,-,protein_coding,cytochrome P450,WP_009996517.1,"monooxygenase activity [GO:0004497]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; heme binding [GO:0020037]",,,
chromosome,CRV15_RS16245,,3862771,3863634,+,protein_coding,hypothetical protein,WP_009996521.1,,,,
chromosome,CRV15_RS16210,,3856149,3857054,+,protein_coding,helix-turn-helix transcriptional regulator,WP_009996528.1,DNA binding [GO:0003677],,,
chromosome,CRV15_RS16200,,3855353,3855769,-,protein_coding,ATP-binding protein,WP_009996529.1,ATP binding [GO:0005524],,,
chromosome,CRV15_RS16190,,3854155,3854667,-,protein_coding,hypothetical protein,WP_009996531.1,,,,
chromosome,CRV15_RS16160,,3849640,3849834,-,protein_coding,FxLD family lanthipeptide,WP_009996537.1,,,,
chromosome,CRV15_RS16125,,3840539,3840886,-,protein_coding,hypothetical protein,WP_009996538.1,,,,
chromosome,CRV15_RS36755,mobC,3836227,3836499,-,protein_coding,plasmid mobilization relaxosome protein MobC,WP_009996540.1,,,,
chromosome,CRV15_RS16080,,3833631,3833954,+,protein_coding,hypothetical protein,WP_009996543.1,,,,
chromosome,CRV15_RS16065,,3832689,3833066,+,protein_coding,DUF317 domain-containing protein,WP_009996548.1,,,,
chromosome,CRV15_RS16000,,3824083,3825252,+,protein_coding,DnaB-like helicase N-terminal domain-containing protein,WP_009996558.1,DNA helicase activity [GO:0003678]; ATP binding [GO:0005524]; DNA replication [GO:0006260],,,
chromosome,CRV15_RS36320,,3823931,3824086,+,protein_coding,hypothetical protein,WP_009996559.1,,,,
chromosome,CRV15_RS15995,,3822070,3823800,+,protein_coding,type IV secretory system conjugative DNA transfer family protein,WP_009996561.1,,,,
chromosome,CRV15_RS15860,,3791829,3792617,+,protein_coding,hypothetical protein,WP_009996576.1,,,,
chromosome,CRV15_RS15855,,3790181,3791620,+,protein_coding,DNA phosphorothioation-associated putative methyltransferase,WP_009996577.1,,,,
chromosome,CRV15_RS15845,,3787689,3789149,-,protein_coding,MFS transporter,WP_009996578.1,transmembrane transporter activity [GO:0022857]; transmembrane transport [GO:0055085],,,
chromosome,CRV15_RS15820,topA,3777645,3780533,+,protein_coding,type I DNA topoisomerase,WP_009996581.1,"DNA binding [GO:0003677]; DNA topoisomerase type I (single strand cut, ATP-independent) activity [GO:0003917]; DNA replication [GO:0006260]; DNA topological change [GO:0006265]; cytoplasm [GO:0005737]",,,
chromosome,CRV15_RS36740,,3766844,3767191,+,protein_coding,TadE family type IV pilus minor pilin,WP_009996593.1,,,,
chromosome,CRV15_RS36735,,3766528,3766665,+,protein_coding,DUF4244 domain-containing protein,WP_009996595.1,,,,
chromosome,CRV15_RS15730,,3757318,3758637,+,protein_coding,hypothetical protein,WP_009996601.1,,,,
chromosome,CRV15_RS15715,nhaA,3750397,3751791,-,protein_coding,Na+/H+ antiporter NhaA,WP_009996606.1,sodium:proton antiporter activity [GO:0015385]; sodium ion transport [GO:0006814]; proton transmembrane transport [GO:1902600],,,
chromosome,CRV15_RS15710,,3749909,3750340,-,protein_coding,phage holin family protein,WP_009996608.1,plasma membrane [GO:0005886]; membrane [GO:0016020],,,
chromosome,CRV15_RS15650,,3736936,3737898,-,protein_coding,ArsA-related P-loop ATPase,WP_009996615.1,,,,
chromosome,CRV15_RS15600,,3726321,3727505,-,protein_coding,serine hydrolase domain-containing protein,WP_009996619.1,hydrolase activity [GO:0016787],,,
chromosome,CRV15_RS15485,,3697554,3697793,-,protein_coding,hypothetical protein,WP_009996636.1,,,,
chromosome,CRV15_RS15460,,3687106,3688251,-,protein_coding,cytochrome P450,WP_009996639.1,"monooxygenase activity [GO:0004497]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; heme binding [GO:0020037]",,,
chromosome,CRV15_RS15395,,3673890,3674735,+,protein_coding,hypothetical protein,WP_009996645.1,,,,
chromosome,CRV15_RS15380,,3669574,3671361,-,protein_coding,DUF11 domain-containing protein,WP_009996649.1,,,,
chromosome,CRV15_RS36310,,3657013,3661056,+,protein_coding,hypothetical protein,WP_009996654.1,,,,
chromosome,CRV15_RS15305,,3646036,3647289,+,protein_coding,helix-turn-helix transcriptional regulator,WP_009996657.1,DNA binding [GO:0003677],,,
chromosome,CRV15_RS15260,,3636145,3636972,+,protein_coding,tryptophan 2%2C3-dioxygenase,WP_009996663.1,,,,
chromosome,CRV15_RS15210,,3624861,3626063,-,protein_coding,pyridoxal phosphate-dependent aminotransferase,WP_009996666.1,catalytic activity [GO:0003824]; pyridoxal phosphate binding [GO:0030170]; biosynthetic process [GO:0009058],,,
chromosome,CRV15_RS15155,,3611856,3612458,-,protein_coding,sugar transferase,WP_009996673.1,,,,
chromosome,CRV15_RS15095,,3596198,3597511,-,protein_coding,hypothetical protein,WP_009996688.1,,,,
chromosome,CRV15_RS15055,,3586397,3586816,+,protein_coding,hypothetical protein,WP_009996692.1,,,,
chromosome,CRV15_RS14910,,3551216,3551767,-,protein_coding,hypothetical protein,WP_009996705.1,,,,
chromosome,CRV15_RS14875,,3544072,3544476,+,protein_coding,MazG nucleotide pyrophosphohydrolase domain-containing protein,WP_009996710.1,,,,
chromosome,CRV15_RS14865,,3540117,3541154,-,protein_coding,alpha/beta hydrolase,WP_009996715.1,hydrolase activity [GO:0016787],,,
chromosome,CRV15_RS14855,,3538089,3539036,+,protein_coding,amidohydrolase family protein,WP_009996716.1,hydrolase activity [GO:0016787]; metal ion binding [GO:0046872],,,
chromosome,CRV15_RS14820,,3525680,3526957,-,protein_coding,hypothetical protein,WP_009996723.1,,,,
chromosome,CRV15_RS14775,,3514037,3514465,+,protein_coding,peptidase inhibitor family I36 protein,WP_009996727.1,,,,
chromosome,CRV15_RS14725,,3502032,3502604,-,protein_coding,sigma-70 family RNA polymerase sigma factor,WP_009996732.1,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; sigma factor activity [GO:0016987]; DNA-templated transcription initiation [GO:0006352]; regulation of DNA-templated transcription [GO:0006355],,,
chromosome,CRV15_RS14715,,3501413,3501724,-,protein_coding,hypothetical protein,WP_009996733.1,,,,
chromosome,CRV15_RS14705,,3500938,3501138,+,protein_coding,DUF397 domain-containing protein,WP_009996737.1,,,,
chromosome,CRV15_RS14635,,3491677,3491976,+,protein_coding,hypothetical protein,WP_009996743.1,,,,
chromosome,CRV15_RS14620,,3486787,3488010,+,protein_coding,helix-turn-helix transcriptional regulator,WP_009996744.1,DNA binding [GO:0003677],,,
chromosome,CRV15_RS14615,,3486039,3486575,-,protein_coding,GNAT family N-acetyltransferase,WP_009996746.1,N-acetyltransferase activity [GO:0008080],,,
chromosome,CRV15_RS14605,,3482409,3483998,+,protein_coding,alpha/beta hydrolase,WP_009996749.1,hydrolase activity [GO:0016787],,,
chromosome,CRV15_RS14575,,3475712,3476971,+,protein_coding,hypothetical protein,WP_009996754.1,,,,
chromosome,CRV15_RS14520,,3463958,3464635,-,protein_coding,FMN reductase,WP_009996760.1,FMN binding [GO:0010181]; oxidoreductase activity [GO:0016491],,,
chromosome,CRV15_RS14375,,3427806,3428021,-,protein_coding,hypothetical protein,WP_009996770.1,,,,
chromosome,CRV15_RS14320,,3415571,3417028,-,protein_coding,aminopeptidase P family protein,WP_009996775.1,,,,
chromosome,CRV15_RS14255,,3402441,3403259,+,protein_coding,helix-turn-helix transcriptional regulator,WP_009996781.1,,,,
chromosome,CRV15_RS14235,,3398100,3399077,+,protein_coding,ABC transporter ATP-binding protein,WP_009996785.1,ATP binding [GO:0005524],,,
chromosome,CRV15_RS14230,,3395761,3397713,-,protein_coding,SDR family oxidoreductase,WP_009996787.1,,,,
chromosome,CRV15_RS14215,cydD,3388708,3392424,+,protein_coding,thiol reductant ABC exporter subunit CydD,WP_009996792.1,"ATP binding [GO:0005524]; ABC-type cysteine transporter activity [GO:0033230]; cysteine export across plasma membrane [GO:0033228]; plasma membrane [GO:0005886]; ATP-binding cassette (ABC) transporter complex, integrated substrate binding [GO:0055051]",,,
chromosome,CRV15_RS14200,hisC,3384774,3385853,+,protein_coding,histidinol-phosphate transaminase,WP_009996793.1,histidinol-phosphate transaminase activity [GO:0004400]; histidine biosynthetic process [GO:0000105],,,
chromosome,CRV15_RS13925,gyrB,3323181,3325244,-,protein_coding,DNA topoisomerase (ATP-hydrolyzing) subunit B,WP_009996841.1,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]; DNA topological change [GO:0006265]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex [GO:0009330]",,,
chromosome,CRV15_RS13825,,3296696,3298597,+,protein_coding,protein-arginine deiminase domain-containing protein,WP_009996865.1,,,,
chromosome,CRV15_RS13820,,3295593,3296384,-,protein_coding,DUF6344 domain-containing protein,WP_009996867.1,,,,
chromosome,CRV15_RS13810,,3294308,3294961,+,protein_coding,DUF5324 family protein,WP_009996870.1,,,,
chromosome,CRV15_RS13805,,3293536,3294069,-,protein_coding,peptidylprolyl isomerase,WP_009996872.1,peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein peptidyl-prolyl isomerization [GO:0000413],,,
chromosome,CRV15_RS13785,,3290225,3291061,-,protein_coding,class E sortase,WP_009996876.1,,,,
chromosome,CRV15_RS13715,,3274750,3276177,+,protein_coding,hypothetical protein,WP_009996885.1,,,,
chromosome,CRV15_RS13640,,3259952,3260722,-,protein_coding,DUF5819 family protein,WP_009996893.1,,,,
chromosome,CRV15_RS13630,,3257836,3258630,-,protein_coding,TrmH family RNA methyltransferase,WP_009996896.1,,,,
chromosome,CRV15_RS13620,,3254412,3255992,-,protein_coding,3-hydroxyacyl-CoA dehydrogenase,WP_009996898.1,oxidoreductase activity [GO:0016491]; NAD+ binding [GO:0070403]; fatty acid metabolic process [GO:0006631],,,
chromosome,CRV15_RS13545,,3235421,3236089,+,protein_coding,hypothetical protein,WP_009996907.1,,,,
chromosome,CRV15_RS13500,,3223576,3224493,+,protein_coding,serine hydrolase,WP_009996911.1,beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655],,,
chromosome,CRV15_RS13475,,3217523,3217909,+,protein_coding,hypothetical protein,WP_009996913.1,,,,
chromosome,CRV15_RS13395,,3195608,3197854,+,protein_coding,VWA domain-containing protein,WP_009996923.1,,,,
chromosome,CRV15_RS13385,,3192662,3193048,-,protein_coding,RNA-binding S4 domain-containing protein,WP_009996924.1,RNA binding [GO:0003723],,,
chromosome,CRV15_RS13350,,3186476,3186703,-,protein_coding,hypothetical protein,WP_009996931.1,,,,
chromosome,CRV15_RS13345,,3185230,3186108,+,protein_coding,RNA polymerase sigma factor SigF,WP_009996932.1,,,,
chromosome,CRV15_RS35920,,3183216,3183380,+,protein_coding,hypothetical protein,WP_009996934.1,,,,
chromosome,CRV15_RS13285,,3174166,3175716,-,protein_coding,helicase HerA-like domain-containing protein,WP_009996938.1,,,,
chromosome,CRV15_RS37415,,3168926,3170206,-,protein_coding,LuxR family transcriptional regulator,WP_009996942.1,,,,
chromosome,CRV15_RS13230,,3161557,3163734,+,protein_coding,AAA family ATPase,WP_009996944.1,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],,,
chromosome,CRV15_RS13220,,3157254,3159914,+,protein_coding,protein kinase,WP_009996946.1,protein kinase activity [GO:0004672]; protein phosphorylation [GO:0006468],,,
chromosome,CRV15_RS13205,,3153770,3154591,-,protein_coding,hypothetical protein,WP_009996952.1,,,,
chromosome,CRV15_RS13175,,3145074,3146552,+,protein_coding,hypothetical protein,WP_009996954.1,,,,
chromosome,CRV15_RS13105,,3128487,3129146,-,protein_coding,NUDIX hydrolase,WP_009996965.1,metal ion binding [GO:0046872],,,
chromosome,CRV15_RS13070,,3122913,3125072,-,protein_coding,DNA polymerase III subunit gamma and tau,WP_009996970.1,DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; ATP binding [GO:0005524]; DNA replication [GO:0006260]; DNA polymerase III complex [GO:0009360],,,
chromosome,CRV15_RS13050,,3116177,3117079,-,protein_coding,phosphoribosylaminoimidazolesuccinocarboxamide synthase,WP_009996972.1,phosphoribosylaminoimidazolesuccinocarboxamide synthase activity [GO:0004639]; purine nucleotide biosynthetic process [GO:0006164],,,
chromosome,CRV15_RS13040,,3115329,3115940,+,protein_coding,response regulator transcription factor,WP_009996975.1,DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355],,,
chromosome,CRV15_RS13025,,3112065,3113018,+,protein_coding,ABC transporter ATP-binding protein,WP_009996979.1,ATP binding [GO:0005524],,,
chromosome,CRV15_RS13005,purS,3110570,3110815,-,protein_coding,phosphoribosylformylglycinamidine synthase subunit PurS,WP_009996980.1,,,,
chromosome,CRV15_RS12975,,3104027,3104845,-,protein_coding,META domain-containing protein,WP_009996982.1,,,,
chromosome,CRV15_RS12930,hrpA,3092402,3096334,+,protein_coding,ATP-dependent RNA helicase HrpA,WP_009997006.1,nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724]; ATP binding [GO:0005524],,,
chromosome,CRV15_RS12790,trmB,3066563,3067348,+,protein_coding,tRNA (guanosine(46)-N7)-methyltransferase TrmB,WP_009997023.1,tRNA (guanine(46)-N7)-methyltransferase activity [GO:0008176]; tRNA modification [GO:0006400],,,
chromosome,CRV15_RS12780,,3063240,3064844,+,protein_coding,hypothetical protein,WP_009997028.1,,,,
chromosome,CRV15_RS12775,,3060163,3062376,-,protein_coding,asparagine synthase-related protein,WP_009997030.1,asparagine synthase (glutamine-hydrolyzing) activity [GO:0004066]; asparagine biosynthetic process [GO:0006529],,,
chromosome,CRV15_RS12760,,3054490,3055935,-,protein_coding,NAD(P)/FAD-dependent oxidoreductase,WP_009997033.1,,,,
chromosome,CRV15_RS12675,,3033268,3033525,+,protein_coding,hypothetical protein,WP_009997047.1,,,,
